TAZ,gqpop2010,military_jobs,ag,cstr,fire,govt,hh1,hh2,hh3,hh4,hh5,hotel,hr,hu,indus,pop,rc,retail,service,tcu,totalemp,totalhh
753,0,0,0,0,0,77,2,9,4,9,9,0,0,34,1,121,0,60,0,3,141,33
754,2,0,1,4,1,5,22,48,31,24,26,0,0,157,2,445,0,1,1306,18,1338,151
755,208,0,17,0,0,17,0,0,0,1,0,0,0,1,20,212,0,14,515,4,587,1
756,3,0,1,4,43,2,82,248,149,112,136,0,0,755,31,2292,0,3,154,11,249,727
757,5,0,1,0,24,35,43,104,67,56,83,0,0,366,4,1131,0,29,112,3,208,353
758,16,0,19,1,19,56,102,203,153,152,272,0,0,971,40,3308,0,40,147,12,334,882
759,16,20,52,1,14,171,8,35,33,23,53,0,0,159,0,630,0,48,112,2,420,152
760,0,0,103,0,1,53,31,56,46,41,69,0,0,262,14,862,0,25,161,2,359,243
761,116,0,23,178,19,8,158,249,162,145,345,0,0,1110,7,4096,0,105,615,4,959,1059
547,83,0,0,52,0,12,17,32,28,27,29,0,0,136,1,555,0,0,1568,11,1644,133
549,0,0,0,42,0,54,0,2,1,0,2,0,0,7,4,22,0,13,110,1,224,5
569,4,0,4,144,53,95,168,374,299,306,380,0,0,1555,16,5400,0,21,715,62,1110,1527
570,0,0,0,11,0,0,6,7,9,8,15,0,0,46,0,176,0,0,4,0,15,45
591,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,50,0
597,0,0,0,469,9,0,30,107,122,101,165,0,0,533,2,2030,0,0,21,1,502,525
601,0,0,0,166,8,0,210,396,243,250,313,0,0,1467,5,4556,0,0,128,3,310,1412
602,0,0,0,37,14,0,103,226,232,258,310,0,0,1140,2,4122,0,0,97,6,156,1129
603,0,0,0,26,0,28,0,0,0,0,0,0,0,0,6,0,0,29,77,2,168,0
605,0,0,25,547,2,50,0,0,0,0,0,0,0,0,7,0,0,39,85,4,759,0
606,0,0,1,90,20,0,79,186,143,171,214,0,0,843,3,2890,0,34,203,2,353,793
764,0,0,0,19,0,18,0,0,0,0,0,0,0,0,2,0,0,9,33,1,82,0
176,0,0,0,30,52,103,0,0,0,0,0,36,51,0,27,0,35,3,749,4,1004,0
177,72,0,0,20,63,13,476,424,93,51,29,0,0,1164,36,2050,0,6,798,14,950,1073
178,0,0,8,18,136,143,153,133,69,46,26,491,1169,459,8,978,10,71,711,36,1622,427
179,0,0,27,27,423,127,234,138,39,32,20,0,0,558,48,876,0,161,1414,165,2392,463
180,0,0,2,23,29,39,8,6,4,10,2,23,42,42,12,82,12,89,280,18,515,30
181,0,0,2,22,37,31,884,526,219,94,93,0,0,1914,44,3503,0,23,321,31,511,1816
182,0,0,15,27,182,105,479,279,98,55,55,17,40,1052,161,1859,0,210,1161,80,1958,966
183,0,0,8,41,242,69,454,246,108,52,40,1,1,1068,15,1699,0,365,1175,140,2056,900
184,0,0,5,26,238,43,0,0,0,0,0,2,4,0,1,0,0,19,227,5,566,0
185,0,0,7,33,554,146,0,0,0,0,0,104,190,0,44,0,60,222,2529,47,3686,0
186,0,0,3,73,40,251,0,1,0,0,0,1634,2577,1,35,2,1349,2280,824,15,5155,1
187,0,0,3,23,616,62,32,21,12,6,5,0,0,92,25,169,0,161,806,27,1723,76
188,0,0,7,444,941,158,238,160,46,32,28,2,4,612,53,979,0,663,3127,137,5532,504
189,9,0,5,49,3078,130,165,101,53,43,29,0,0,451,223,878,0,285,1137,71,4978,391
198,0,0,1,22,0,37,0,0,0,0,0,0,0,0,0,0,0,305,4,0,369,0
199,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,753,5,758,1
200,4,0,0,31,1,9,79,44,22,15,13,0,0,199,12,366,0,35,99,0,187,173
201,0,0,0,43,13,0,311,281,102,88,61,0,0,989,11,1884,0,2,123,0,192,843
202,0,0,13,50,235,108,0,0,0,0,0,0,0,0,50,0,0,145,985,97,1683,0
203,0,0,4,27,318,20,0,0,0,2,0,0,0,2,19,8,0,130,106,85,709,2
204,0,0,7,40,24,21,242,194,86,43,54,0,0,740,143,1365,0,334,5427,76,6072,619
205,11,0,10,218,157,31,73,58,15,21,12,0,0,226,133,393,0,837,763,157,2306,179
206,0,0,8,133,89,28,598,546,205,138,96,0,0,1806,104,3404,0,383,776,93,1614,1583
207,99,0,0,17,2,15,0,0,0,0,0,0,0,0,1,99,0,20,136,2,193,0
208,0,171,1,91,0,32,0,0,0,0,0,0,0,0,1,0,0,3,14,0,313,0
209,0,0,5,22,25,304,0,0,0,0,0,0,0,0,38,0,0,137,356,52,939,0
210,223,0,5,326,689,333,0,0,0,0,0,0,0,0,138,223,0,385,1766,147,3789,0
211,0,185,14,199,6,264,104,91,26,10,8,0,0,309,74,451,0,104,305,94,1245,239
212,0,0,3,85,30,178,0,0,0,0,0,0,0,0,58,0,0,87,647,1,1089,0
213,0,0,16,33,110,324,99,87,30,21,18,0,0,288,371,541,0,133,814,5,1806,255
214,0,0,2,69,11,111,180,67,24,13,11,0,0,338,19,498,0,52,338,40,642,295
215,6,0,5,16,983,337,80,129,60,35,40,0,0,356,53,885,0,31,1274,57,2756,344
216,10,0,16,66,35,272,75,65,18,18,17,0,0,238,101,443,0,114,591,11,1206,193
217,0,0,6,51,27,298,211,132,39,27,25,0,0,477,13,842,0,206,547,487,1635,434
218,0,0,2,41,16,188,116,95,31,10,7,0,0,293,4,475,0,59,111,376,797,259
219,0,0,1,24,220,81,0,0,0,0,0,0,0,0,1,0,0,37,478,5,847,0
220,10,0,6,56,914,1817,100,53,21,10,10,41,0,216,35,373,97,112,2780,64,5825,194
224,61,0,3,36,71,1212,0,0,0,0,0,0,0,0,21,61,0,13,5685,390,7431,0
225,0,0,7,50,77,1429,0,0,0,0,0,0,0,0,19,0,0,23,576,205,2386,0
226,0,0,9,42,90,1031,0,0,0,0,0,0,0,0,41,0,0,36,770,56,2075,0
227,0,0,2,20,42,574,0,0,0,0,0,0,0,0,16,0,0,14,637,17,1322,0
228,0,0,8,46,202,1430,0,0,0,0,0,0,0,0,65,0,0,107,1531,80,3469,0
229,0,0,8,24,52,933,0,0,0,0,0,0,0,0,21,0,0,26,1042,50,2156,0
230,253,0,0,22,107,157,0,0,0,0,0,0,0,0,0,253,0,20,180,1,487,0
231,132,0,2,31,253,313,138,44,18,7,7,0,0,244,6,478,0,117,263,19,1004,214
232,0,0,5,41,63,704,0,0,0,0,0,0,0,0,45,0,0,19,392,30,1299,0
233,0,0,11,36,869,1673,0,0,0,0,0,0,0,0,26,0,0,42,1161,175,3993,0
235,0,0,10,27,4,466,0,0,0,0,0,87,207,0,22,0,0,139,82,18,855,0
236,0,0,4,17,192,125,0,0,0,0,0,0,0,0,35,0,0,18,392,255,1038,0
238,0,0,1,17,404,40,119,129,27,10,2,0,0,360,2,509,0,3,380,7,854,287
239,0,0,8,17,561,556,0,0,0,0,0,0,0,0,26,0,0,53,2044,250,3515,0
240,0,0,9,0,1589,455,0,0,0,0,0,0,0,0,2,0,0,39,1859,38,3991,0
241,0,0,5,28,687,352,0,0,0,0,0,0,0,0,18,0,0,58,976,242,2366,0
242,27,0,16,86,1088,771,0,0,0,0,0,1,1,0,49,27,0,110,2053,147,4321,0
243,0,0,13,4,716,673,0,0,0,0,0,0,0,0,23,0,0,64,3295,512,5300,0
244,0,0,6,42,360,387,12,18,5,2,5,0,0,48,28,101,0,76,1169,405,2473,42
245,0,0,10,50,140,478,0,0,0,0,0,0,0,0,31,0,0,70,1056,79,1914,0
246,0,0,0,0,0,1,0,0,0,0,0,13,8,0,0,0,23,0,2,0,16,0
249,0,0,0,62,61,77,33,19,14,2,6,48,51,92,11,156,63,179,304,5,747,74
250,0,0,1,23,31,72,209,201,83,65,33,1,0,684,5,1332,1,19,291,10,453,591
251,0,0,0,17,41,24,801,629,200,101,63,0,0,1839,2,3433,0,10,271,16,381,1794
252,27,0,7,25,1504,615,2,1,0,0,0,0,0,3,89,31,0,271,3947,161,6619,3
253,28,0,3,26,0,52,0,0,0,0,0,0,0,0,2,28,0,42,154,6,285,0
254,0,0,1,21,330,48,100,62,29,11,14,0,0,232,4,440,0,21,89,2,516,216
255,0,0,9,78,458,477,67,71,26,23,24,0,0,248,134,519,0,190,1752,159,3257,211
256,29,0,14,33,1862,701,34,37,13,8,2,1,1,120,80,220,1,100,4095,170,7056,94
257,0,0,0,18,541,55,0,0,0,0,0,0,0,0,114,0,0,353,629,786,2496,0
258,26,0,2,19,115,145,0,0,0,0,0,0,0,0,26,26,0,27,651,9,994,0
259,0,0,22,14,1,43,0,0,0,0,0,0,0,0,16,0,0,35,29,6,166,0
260,0,0,8,36,202,109,0,0,1,0,0,1,2,4,16,3,0,34,672,44,1122,1
261,0,0,4,44,162,49,344,283,131,79,84,0,0,956,40,2101,0,59,225,17,600,921
262,0,0,1,18,17,7,206,126,38,31,18,0,0,493,42,802,0,44,30,1,160,419
263,0,0,5,31,97,45,0,0,0,0,0,1,1,0,41,0,0,57,308,19,604,0
264,31,0,1,40,35,18,119,67,28,18,12,0,0,282,7,510,0,78,198,1,378,244
265,269,0,2,21,65,35,449,363,140,111,73,0,0,1204,11,2727,0,66,336,23,559,1136
266,0,0,2,28,41,45,0,0,0,0,0,31,2,0,5,0,72,156,344,3,655,0
267,0,0,0,0,105,0,763,641,265,145,111,0,0,2010,0,4056,0,0,58,1,164,1925
268,0,0,1,36,2,18,0,0,0,0,0,0,0,0,1,0,0,6,80,6,150,0
269,0,0,0,19,7,13,0,0,0,0,0,18,42,0,0,0,0,7,83,1,148,0
325,0,0,1,25,47,2,251,165,81,40,45,0,0,667,3,1269,0,71,223,8,380,582
326,0,0,0,14,346,27,321,249,147,109,71,0,0,1056,7,2108,0,32,288,11,725,897
327,40,0,0,8,0,1,0,0,0,0,0,0,0,0,0,40,0,0,1,0,10,0
328,159,172,6,133,121,213,1,0,0,0,0,0,0,1,162,160,0,284,954,285,2330,1
329,0,170,2,151,4,47,78,66,28,31,24,0,0,266,18,574,0,82,75,40,589,227
330,0,0,15,25,0,182,0,0,0,0,0,0,0,0,55,0,0,130,31,36,474,0
333,209,241,31,361,378,428,18,9,2,7,4,1,2,56,968,303,0,785,3935,827,7955,40
334,0,166,7,101,17,128,284,120,68,43,28,0,0,661,384,1068,0,120,330,52,1305,543
335,0,0,0,20,3,28,125,97,50,54,72,0,0,474,2,1085,0,8,27,2,90,398
336,0,0,1,29,74,46,29,30,36,30,33,0,0,167,6,497,0,51,390,13,610,158
337,0,0,0,16,30,10,140,100,65,48,52,1,0,461,1,1036,1,7,76,3,144,405
338,0,0,0,28,6,14,63,77,67,48,82,0,0,388,5,1205,0,26,37,2,118,337
339,0,0,0,21,113,17,34,39,25,18,49,0,0,182,2,618,0,80,194,33,460,165
341,0,0,0,39,8,76,212,317,135,131,148,0,0,1037,7,2670,0,33,146,6,315,943
342,0,0,0,18,0,12,117,134,105,59,91,0,0,584,1,1445,0,12,95,0,138,506
343,0,166,9,94,71,145,9,11,7,4,3,1,0,45,707,86,1,286,677,25,2181,34
344,0,0,3,28,73,67,0,0,0,0,0,0,0,0,229,0,0,126,2417,15,2958,0
345,0,170,0,90,539,176,0,1,0,1,3,0,0,6,124,27,0,123,800,7,2029,5
348,0,0,7,23,70,155,88,80,47,36,53,0,0,347,815,875,0,166,376,32,1644,304
349,0,167,19,91,61,330,15,14,17,5,11,0,0,79,734,181,0,250,1148,219,3019,62
351,1461,0,6,35,122,165,0,0,0,0,0,0,0,0,90,1461,0,173,1340,26,1957,0
352,0,168,1,91,32,62,20,17,12,8,15,0,0,84,267,204,0,59,342,47,1069,72
353,0,167,4,91,76,99,31,36,26,20,30,0,0,157,296,441,0,110,164,11,1018,143
354,7,0,0,25,149,4,42,78,66,60,130,0,0,420,3,1562,0,27,144,1,353,376
355,11,168,6,105,176,57,136,145,127,112,189,0,0,823,528,2524,0,206,527,46,1819,709
356,0,0,6,44,198,162,96,54,22,25,25,1,2,279,566,526,0,168,838,2382,4365,222
357,0,0,0,12,39,4,27,47,39,28,34,0,0,192,4,546,0,10,91,18,178,175
358,0,0,0,20,67,23,47,83,72,70,115,1,1,429,41,1536,0,15,461,35,663,387
359,0,1253,0,217,23,1864,0,0,0,0,0,0,0,0,1,0,0,139,116,2,3615,0
378,0,0,5,31,410,332,0,1,3,2,0,0,0,8,959,19,0,617,1250,706,4310,6
379,0,0,0,20,8,24,114,193,157,190,192,0,0,989,4,2820,0,15,100,4,175,846
380,67,0,2,20,146,274,2,0,1,1,0,0,0,4,131,76,0,191,781,118,1663,4
381,0,179,8,127,1700,1000,2,1,2,0,1,114,238,7,1211,15,36,1550,2879,689,9457,6
382,0,0,5,28,375,579,0,0,0,0,0,240,575,0,187,0,0,234,2313,421,4382,0
383,0,0,0,18,14,36,1,0,0,0,0,0,0,1,84,1,0,33,175,78,438,1
386,0,0,0,23,56,172,60,191,131,125,114,0,0,719,9,2001,0,45,107,0,412,621
387,0,308,0,121,1,0,36,122,96,32,30,0,0,376,0,873,0,23,303,4,760,316
388,0,0,0,20,2,151,24,54,47,45,54,0,0,266,1,777,0,9,35,1,219,224
391,0,0,0,0,3,0,26,96,47,35,22,0,0,250,0,634,0,0,18,0,21,226
392,1120,4446,0,240,18,0,4,8,6,6,5,0,0,36,2,1220,0,0,1033,7,5746,29
393,0,0,0,0,6,0,15,22,23,25,19,0,0,129,239,348,0,0,63,0,308,104
394,11,0,0,32,65,2698,2,3,1,5,7,0,0,25,263,84,0,668,298,148,4172,18
395,0,0,6,24,29,122,205,186,132,98,205,0,0,921,5,2737,0,119,78,5,388,826
396,0,0,0,18,0,7,0,0,0,0,0,0,0,0,0,0,0,2,101,0,128,0
397,0,0,0,0,51,0,0,4,2,1,0,0,0,8,7,18,0,0,212,23,293,7
399,0,0,0,8,2,3,25,64,51,36,50,0,0,246,1,757,0,4,9,0,27,226
400,2,0,0,20,14,35,24,18,11,10,29,0,0,104,0,304,0,29,86,5,189,92
401,4,0,1,26,98,64,49,93,42,48,88,0,0,341,5,1100,0,151,677,71,1093,320
408,0,0,0,13,0,22,270,225,102,60,41,0,0,751,0,1519,0,34,52,0,121,698
409,0,0,1,37,137,58,167,166,103,83,64,0,0,714,14,1536,0,91,362,15,715,583
410,9,0,0,18,8,11,48,64,42,39,63,0,0,270,2,874,0,63,76,0,178,256
411,25,171,4,139,76,73,40,42,31,18,16,0,0,172,99,407,0,366,983,20,1931,147
412,0,0,2,25,74,45,0,0,0,0,0,0,0,0,2,0,0,208,216,15,587,0
413,0,0,3,45,511,254,4,5,4,4,6,0,0,27,19,83,0,1144,3037,88,5101,23
424,179,0,0,37,192,47,61,73,39,39,48,0,0,276,22,926,0,262,624,16,1200,260
425,0,0,0,30,44,37,25,34,26,21,40,0,0,151,11,525,0,171,540,123,956,146
427,0,0,0,31,65,27,13,14,8,5,8,0,0,63,7,136,0,112,580,57,879,48
428,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,4,14,0,26,0
429,28,0,1,122,31,271,29,34,14,11,26,0,0,127,34,350,0,249,508,251,1467,114
430,119,0,0,28,105,123,204,64,33,23,46,0,0,389,7,901,0,162,458,16,899,370
431,0,188,0,185,13,102,56,61,26,33,35,0,0,238,4,579,0,109,124,3,728,211
433,10,0,1,223,29,191,472,343,213,137,151,0,0,1515,19,3292,0,539,532,82,1616,1316
440,9,0,0,37,0,0,30,60,51,36,41,0,0,263,1,687,0,0,34,0,72,218
441,142,0,0,34,10,56,125,266,197,176,416,0,0,1231,5,4896,0,8,37,6,156,1180
442,22,0,0,22,7,27,66,144,110,103,217,0,0,664,91,2602,0,5,28,3,183,640
444,0,0,2,32,1,38,10,29,29,24,80,0,0,178,1,784,0,17,182,2,275,172
445,9,0,1,30,38,47,7,16,8,12,28,0,0,81,6,310,0,47,263,9,441,71
446,15,0,9,33,11,92,88,78,66,51,78,0,0,390,31,1216,0,77,638,20,911,361
447,11,0,8,65,104,233,260,194,103,87,148,0,0,835,30,2253,0,178,1027,43,1688,792
448,47,0,0,16,6,5,25,66,46,50,85,0,0,285,9,1070,0,7,31,3,77,272
453,17,0,0,18,2,0,98,144,74,73,82,0,0,508,0,1421,0,0,14,0,34,471
454,49,0,14,86,109,152,201,222,157,114,223,0,0,990,225,2862,0,147,1128,100,1961,917
455,0,0,19,46,137,186,2,5,10,6,9,0,0,33,708,122,0,267,694,49,2106,32
456,0,0,3,82,165,195,269,351,261,222,239,0,0,1376,52,4149,0,379,1687,119,2682,1342
457,156,0,1,52,117,99,361,445,317,228,294,0,0,1815,21,5035,0,145,648,50,1133,1645
545,0,0,0,17,1,49,0,0,0,0,0,0,0,0,6,0,0,35,88,2,198,0
546,0,0,1,105,0,20,0,0,0,0,0,0,0,0,1,0,0,20,59,2,208,0
598,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
599,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,123,0
600,0,0,0,30,0,18,0,0,0,0,0,0,0,0,0,0,0,10,54,4,116,0
604,0,0,0,584,7,112,18,71,52,70,95,0,0,335,26,1173,0,128,286,10,1153,306
762,704,0,8,60,297,868,0,0,0,0,0,0,0,0,224,704,0,536,2113,5003,9109,0
763,0,0,0,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0
