TAZ,Work_0,Work_1,Work_2,Work_3,Work_4,Work_5,Work_6,University,School,Escort,Maintenance,Discretionary,AtWork
525,0.38736,0.17822,3.3128E-3,0.25305,-0.05248,-0.36378,0,1.09858,0,0,0,0,0
526,0.71409,0.61748,0.30998,0.2236,0.15151,0.06993,0,1.68948,0.74676,0,0,0,0
527,0,0,0,0,-0.30989,-0.49077,0,0,0,0,0,0,0
528,0.51553,0.30675,-0.70186,0.14003,0.36159,0.39078,-1.39519,-2.55928,0,0,0,0,0
529,0,0,0,0,0,0,0,0,0,0,0,0,0
530,0.14979,0.48461,-0.35239,-0.30839,0.7122,-2.33631,0,-1.62801,0,0,0,0,0
531,0,0,0,0,0,0,0,0,0,0,0,0,0
532,0,0,0,0,0.87201,0.24266,0,0,0,0,0,0,0
533,0.20542,-0.17821,0.65774,0.38505,0.37863,0.24552,-0.75475,0.63932,-0.4261,0,0,0,0
534,-0.44404,-0.6269,-0.56422,-0.62946,-0.02765,0.36584,7.11042,1.66397,0,0,0,0,0
535,0.42412,-0.77895,-0.50885,-0.33861,0.06891,0.16628,5.46162,0,0,0,0,0,0
536,0.55851,-0.30304,0.37986,-0.03483,0.41205,0.41575,6.15794,0.86177,-1.55955,0,0,0,0
537,0.92093,0.74521,0.44413,0.31857,0.48568,0.38709,6.55942,0,0,0,0,0,0
538,0.04013,0.18656,-0.08075,-0.08962,0.31184,0.46974,5.44071,1.51598,0,0,0,0,0
539,-0.19055,0.0417,0.16532,0.22237,0.05494,0.29932,6.15545,0,0,0,0,0,0
540,0.66999,-0.14442,-0.02379,0.50431,1.08703,0.72161,0,1.72972,0,0,0,0,0
541,0.02576,-0.15825,-0.34967,-0.18463,0.0149,0.04351,6.20166,-0.57343,0,0,0,0,0
542,-0.10681,-0.3419,-0.81798,-0.22962,0.01851,-0.15529,6.19592,1.54801,0,0,0,0,0
543,0.07813,-0.09491,-0.94465,-0.33164,0.47312,-0.21194,6.34634,1.45039,0,0,0,0,0
544,-0.04082,-0.44316,-0.70453,-0.24573,-0.21219,-0.09922,5.2259,1.97214,-1.00905,0,0,0,0
545,0,0,0,0,0,0,0,0,0,0,0,0,0
546,0,0,0,0,0.38594,1.66424E-4,0,0,0,0,0,0,0
547,-0.34822,-0.62848,-0.95714,-0.55843,-0.34031,-0.12421,3.57044,1.33474,0,0,0,0,0
548,-1.75893E-3,-0.54033,-0.85347,-0.70059,-0.27092,0.09013,0.38519,1.03139,0,0,0,0,0
549,-0.26231,-0.93092,-1.36371,-0.048,-0.1525,1.00642,0,0,0,0,0,0,0
550,0.19421,-0.41466,-0.35709,-0.22322,-0.38171,0.05181,0,2.0943,0,0,0,0,0
551,-0.16927,-0.7425,-0.46731,-0.91393,-8.66112E-3,0.09216,1.12615,1.83011,-1.57991,0,0,0,0
552,0.06664,-0.42712,-0.5823,-0.68198,0.29247,-0.0168,6.26318,1.52224,0,0,0,0,0
553,-0.38041,-0.5129,-0.40658,-0.28703,0.12955,-0.14726,-1.14562,1.65505,0,0,0,0,0
554,-0.24706,-0.33031,-0.90326,-0.3865,0.30447,-0.16795,5.29478,1.33329,0,0,0,0,0
555,-0.29728,-0.17925,-0.3901,-0.40979,-0.24421,-0.1612,4.75327,0.29549,0,0,0,0,0
556,-0.17668,-0.4524,-0.20803,-0.61533,0.3817,-0.35422,7.26587,1.05145,0,0,0,0,0
557,0.06316,-0.38146,-0.43407,-0.24339,-0.23463,0.1257,-0.34929,1.78025,0,0,0,0,0
558,0.20832,-0.14286,-0.31402,-0.30928,-0.15711,0.08265,0,1.49774,-1.67456,0,0,0,0
559,0.10145,-0.17311,-0.26464,-0.34002,0.18186,-0.04254,6.28117,1.76166,0,0,0,0,0
560,0.12759,-0.21019,-0.56185,-0.10293,0.10592,0.11546,6.7927,1.87939,0,0,0,0,0
561,-0.38654,-0.672,-0.0271,0.01099,0.84209,0.48146,5.91035,2.06604,0.32047,0,0,0,0
562,-0.77578,-0.77313,-0.28503,-0.36743,0.10572,-0.46459,-1.27881,0.83605,0,0,0,0,0
563,-4.86259E-3,-0.28581,-0.70511,-0.4377,-0.36787,0.49383,6.35928,1.46313,-0.34137,0,0,0,0
564,0.25468,4.63247E-3,-0.56458,-0.36356,-0.11987,0.08106,6.52034,1.72843,-0.24672,0,0,0,0
565,0.219,-0.17607,-0.52389,0.01842,0.03303,0.18164,6.30664,1.79856,0,0,0,0,0
566,-0.68388,-0.37957,-1.04886,-0.5196,0.09843,0.15855,0.02295,2.20334,-0.68071,0,0,0,0
567,0.48964,-0.32606,-0.7989,-0.23251,0.1806,4.9012E-3,0.64811,0.78315,0,0,0,0,0
568,0.41548,-0.91649,0.55907,-0.5268,0.20969,-0.09376,3.95009,0.56371,0,0,0,0,0
569,-0.16357,-0.48926,-0.47543,-0.30555,0.17974,0.57571,6.40921,1.47843,-1.0498,0,0,0,0
570,-9.49539E-3,-1.47434,0,0.09968,1.05563,-0.46033,0,0,0,0,0,0,0
571,0.07712,-1.68467,-1.02677,-0.35364,0.41451,-0.0605,6.31071,0.37682,0,0,0,0,0
572,-0.54558,-0.08613,0.69024,0.27723,-1.14896,0.78693,6.71482,3.10841,0,0,0,0,0
573,0.28858,0.57916,-0.82543,0.23619,0.44624,0.40225,6.21623,-0.62562,0,0,0,0,0
574,0.39064,0.03724,0.23423,0.29286,0.66169,0.81302,6.57356,0.99456,0.1431,0,0,0,0
575,0.1635,0.05788,0.11171,0.0552,0.1085,0.10189,6.1817,2.03334,0,0,0,0,0
576,0.27298,-0.03109,-0.18478,-0.12903,0.04387,0.05995,7.05345,1.21461,0,0,0,0,0
577,0.33487,0.33337,-0.14944,-0.03214,0.11642,0.28794,6.80576,1.5522,0,0,0,0,0
578,0.39456,0.44706,-0.0871,0.09431,0.32645,0.41943,1.77874,1.70222,0,0,0,0,0
579,0,0,0,0,0.31334,0.91513,0,0,0,0,0,0,0
580,0.31189,-0.07362,-0.17057,3.48474E-3,0.13012,0.21086,5.92826,1.45904,0,0,0,0,0
581,-0.43403,0.49903,-0.96069,-0.1906,0.25442,0.39105,0,1.81171,0,0,0,0,0
582,0.08979,-0.10807,-0.43859,-0.01303,0.26103,0.27268,6.78173,1.47118,0,0,0,0,0
583,0.13477,0.20473,-0.25087,-0.16131,-0.03161,0.19916,6.60496,1.3888,0,0,0,0,0
584,0,0,-1.387,0,0,0,0,0,0,0,0,0,0
585,0.29156,1.09872,0.71528,1.04033,0.98726,0.41178,0,2.20119,0,0,0,0,0
586,0.18491,0.50312,-0.201,-0.20283,0.62593,0.41735,-0.87992,2.52845,0,0,0,0,0
587,0,-1.01371,1.96703,0.08804,0,-6.97842,0,0,0,0,0,0,0
588,0.38114,0.63107,-0.05311,-0.66513,0.61801,-0.14047,0,0,0,0,0,0,0
589,-1.72509E-3,-0.2865,-0.38528,-0.24838,-0.1068,-0.09168,6.41228,1.63167,0,0,0,0,0
590,-0.09751,-0.5138,-0.80451,-0.42524,-0.16112,-0.17535,6.27246,0.98568,0,0,0,0,0
591,0.5216,0.33893,0.8199,0.71538,-0.30992,-0.19284,0,0,0,0,0,0,0
592,-0.21618,-0.36021,-0.39301,-0.39007,-0.20447,0.1147,0,0,0,0,0,0,0
593,-0.45925,-0.66223,-0.66237,-0.76044,-0.42385,-0.08774,6.69764,1.40288,0,0,0,0,0
594,0,0,0,0,-0.04384,0.36048,0,0,0,0,0,0,0
595,-0.27287,-0.56631,-0.74417,-0.65798,-0.34762,-0.10121,6.11555,1.45444,0,0,0,0,0
596,0,-0.72039,-0.14272,1.24782,0.15177,0.74186,0,0,0,0,0,0,0
597,-0.26005,-0.45643,-0.4496,0.03197,-0.28246,-0.06003,0,2.95655,-2.06728,0,0,0,0
598,-0.76905,0,0,0.52057,0,-0.90939,0,0,0,0,0,0,0
599,-0.94212,-2.32968,-1.59878,-1.59255,0.23062,0.12707,0,0,0,0,0,0,0
600,0.3748,-0.60909,-0.74903,0.53647,-0.26152,-0.35588,0,0,0,0,0,0,0
601,0.17053,-0.2545,-0.55074,-0.23727,-0.1948,0.20354,5.92212,1.34491,0,0,0,0,0
602,-0.3613,-0.56456,-0.50293,-0.46015,0.53608,-0.1366,0.04081,1.96728,0,0,0,0,0
603,0,0,0,0,0,0,0,0,0,0,0,0,0
604,-0.24214,0.98494,-1.33364,-0.40727,-0.14381,-0.06825,0,0,0,0,0,0,0
605,-5.68093,0,-0.80858,-0.65351,0.01562,-0.13689,0,0,0,0,0,0,0
606,0.10307,-0.26483,-0.13051,-0.18374,0.07213,-0.03326,4.70027,1.55476,0,0,0,0,0
607,0.46923,-0.28563,-0.11957,0.19699,0.09547,0.59869,-0.77071,1.2228,0,0,0,0,0
608,0.51007,-0.12631,0.07128,-0.23516,-0.11953,0.50456,0,0,0,0,0,0,0
609,0.08191,-0.14606,-0.751,-0.49332,0.09738,0.22435,6.60023,1.54107,-1.61936,0,0,0,0
610,7.78085E-3,-0.32284,-0.49774,-0.48993,-0.22625,-0.16002,6.47724,1.41827,-0.85126,0,0,0,0
611,0.2205,-0.09689,-0.10435,-0.45631,-0.0463,-0.45684,6.28125,1.38067,0,0,0,0,0
612,0,0,0,0,0.2839,0.14846,0,0,0,0,0,0,0
613,-0.82635,-0.09718,-2.63611,0,-0.10171,-2.69803,0,0,0,0,0,0,0
614,0.14296,-0.01599,-0.07471,-0.15502,-0.02397,0.01496,5.93399,1.66745,0,0,0,0,0
615,0,0,0,0,0,0,0,0,0,0,0,0,0
616,0,0,0,0,0,0,0,0,0,0,0,0,0
617,0.51901,0.16632,-0.36609,0.01105,0.43099,0.34666,0,0.90617,0,0,0,0,0
618,1.64732,-0.59628,0.1661,0.46211,0.22722,-0.73573,0,0,0,0,0,0,0
619,-0.04311,0.04022,-1.92671,1.49554E-3,0.68048,-0.01317,0,0,0,0,0,0,0
620,0,0,0,0,0,0,7.17909,0,0,0,0,0,0
621,0.02648,0.35674,-0.23513,-0.06021,-1.13015,-0.04901,0,0.73289,-0.76179,0,0,0,0
622,0.23633,-0.09279,-0.41431,-0.2924,-0.06614,0.01222,7.43958,1.23764,-2.46642,0,0,0,0
623,0.13373,-0.11244,-0.49562,-0.44276,-0.05761,0.14957,6.95519,1.29295,0,0,0,0,0
624,1.75871E-5,0.24926,-0.1821,-0.35884,-0.07597,0.67448,-0.57571,1.72715,0,0,0,0,0
625,0.23434,0.5757,0.27329,-0.35796,0.47361,0.15508,0,0,0,0,0,0,0
626,0.92014,-0.12212,-0.78212,-3.80994E-3,0.20529,0.34107,0,1.99172,0,0,0,0,0
627,0.88842,-0.04492,-1.5784,0.22765,-0.3571,0.35426,0,0,0,0,0,0,0
628,0.77473,-0.44915,-0.57027,0.35111,0.52835,0.45009,0,2.01983,0,0,0,0,0
629,0,0,0,0,0,0,0,0,0,0,0,0,0
630,0,0,0,0,0,0,0,0,0,0,0,0,0
631,0.08938,0.26825,-0.53164,-0.49649,-0.04678,0.5342,0.38232,1.609,0,0,0,0,0
632,0.01248,-0.16171,-1.43482,-0.08406,0.26167,0.90311,-0.32987,2.10583,0,0,0,0,0
633,0.18178,-0.47459,-0.46501,-0.6435,-0.04171,0.40215,-0.49692,0.60919,0,0,0,0,0
634,0.70387,-0.08115,-0.6036,-0.34931,0.28535,0.84128,0,1.56644,-1.83083,0,0,0,0
635,0.82908,0.43419,-0.2269,-0.06825,0.47357,0.10368,7.30039,1.34256,-0.46972,0,0,0,0
636,0.16881,-0.43068,-0.72118,-0.66408,0.04055,0.27545,7.45671,2.09973,0,0,0,0,0
637,-0.07503,-0.37202,-0.78137,-0.88305,0.23004,0.18159,8.17711,0.91578,-1.28672,0,0,0,0
638,1.01985,0.3735,-0.69063,0.03476,-0.11966,0.30378,0.02295,1.95958,0,0,0,0,0
639,0.5987,0.12411,-0.21026,-0.2642,-0.35991,0.8485,0,2.50928,-1.11726,0,0,0,0
640,0.25816,-0.16522,-0.72269,-0.39475,-0.35888,0.32561,4.30189,1.70686,-2.56577,0,0,0,0
641,0.41257,-0.32395,-0.81808,-0.49385,0.44457,0.56746,7.08882,1.34591,-0.97946,0,0,0,0
642,0,-0.73717,-0.03688,-0.52996,0.36085,0.30344,0,0,0,0,0,0,0
643,0.97085,0.3252,-0.39453,-0.21481,0.76436,0.72838,0,1.05415,0,0,0,0,0
644,-0.74463,0.07973,-0.30551,-0.13489,1.08286,1.24783,0,0.87852,0,0,0,0,0
645,-0.14285,-1.71495,0.65906,0.62389,-2.24119,0.91016,0,0,0,0,0,0,0
646,1.83786,2.1194,1.0352,1.83834,0.8874,1.83039,0,0,0,0,0,0,0
647,1.01087,0.37591,0.55412,0.70455,0.83335,0,-0.54344,0,-0.99826,0,0,0,0
648,0.40276,0.67156,0.40932,0.78345,0.7379,0.91456,7.24439,1.79034,0,0,0,0,0
649,-0.11545,0.75078,0.19018,0.50207,0,-1.44145,0,0,0,0,0,0,0
650,0.42328,0.52564,0.4695,0.09985,0.30351,0.16242,7.43571,1.76337,-0.49891,0,0,0,0
651,-0.53476,0.42382,0.02627,0.60121,0.28659,1.23729,0,1.16267,0,0,0,0,0
652,0.45228,1.27061,0.93867,0.40578,1.3833,0.54419,0,0.87114,0,0,0,0,0
653,0.40394,0.43064,0.35339,0.41228,0.2573,-0.02575,0,0,0,0,0,0,0
654,0.79703,1.15238,0.4662,0.62504,0.81279,1.32534,0,1.74938,0,0,0,0,0
655,0,0,0,0,0,0,0,0,0,0,0,0,0
656,1.07242,1.1795,0.13233,0.70841,0.40909,0.51555,7.02697,2.18135,0,0,0,0,0
657,0.52261,0.05219,0.63715,0.29565,0.15917,0.51936,-0.87992,0,0,0,0,0,0
658,0.47486,0.90114,0.01558,0.35908,0.43444,0.48003,7.47647,1.64438,0,0,0,0,0
659,0.52017,0.41657,-0.07389,0.11808,0.76597,0.84481,0,2.05695,0,0,0,0,0
660,1.19554,0.65145,0.67277,0.09746,-0.08843,0.45688,5.43584,2.03679,0,0,0,0,0
661,0.75055,0.53217,-0.2513,0.93774,0.0906,0.78025,1.75588,1.60507,-0.2184,0,0,0,0
662,0,1.22501,0.43164,0.75315,0,-3.2724,0,0,0,0,0,0,0
663,0.63737,0.69305,1.07382,0.80868,0.95244,1.27119,0,1.51993,0,0,0,0,0
664,1.74427,1.10876,0.79488,1.1337,1.00991,0.9115,0,2.09938,0,0,0,0,0
665,0.8213,1.06598,0.76984,0.12594,0.49792,0.48289,7.93577,0.81015,-0.51714,0,0,0,0
666,1.83594,2.37025,1.67215,0.46403,1.34938,1.46634,0,0,0,0,0,0,0
667,0.63508,1.13817,0.53289,-0.23039,0.58549,0.47213,0,1.66084,-1.0289,0,0,0,0
668,-0.04954,0.42851,-0.07795,-1.01855,0.38669,0.64779,8.53891,-0.08587,-0.81955,0,0,0,0
669,0.91215,1.38916,1.01492,0.11402,1.21118,1.13066,9.12705,1.36513,0.52652,0,0,0,0
670,1.19736,1.50284,1.17623,1.41632,1.08193,1.58084,-0.09146,0,2.03811,0,0,0,0
671,0.64931,0.81981,1.13636,0.82256,0.87022,0.98585,7.33136,1.52753,1.10215,0,0,0,0
672,-2.08366,-0.52829,0,-1.02872,1.7468,0.84302,0,0,0,0,0,0,0
673,1.05854,0.6202,1.03998,0.49113,0.58302,1.01093,0,1.82118,0,0,0,0,0
674,0.66382,1.05158,0.89317,0.40684,0.83158,0.84459,0.91982,0,0.6781,0,0,0,0
675,0,-2.94869,0,0.43567,0.65503,0.48973,0,0,0,0,0,0,0
676,0.53082,0.24945,0.88368,0.83694,0.74582,0.971,-0.03262,2.69568,0,0,0,0,0
677,0.75165,0,0.33418,1.18178,0.21845,0.18019,-0.59223,0,0,0,0,0,0
678,0.73105,-0.1761,0,0,0.66472,0.63826,0,0,0,0,0,0,0
679,0,0,0,-0.45728,0,0,0,0,0,0,0,0,0
680,0.60684,0.59168,0.7633,0.10428,0.89998,0.01434,7.4472,2.59629,0,0,0,0,0
681,0.94173,0.2079,-0.07442,0.27508,0.13382,1.39719,-0.09146,2.0842,0,0,0,0,0
682,1.23504,0.80471,0.92119,0.55541,2.16886,0.3806,0,1.44318,0.09197,0,0,0,0
683,0.1411,0.62705,-0.06609,1.02458,0.45246,0.94149,0,0,0,0,0,0,0
684,0.29261,-0.27421,1.65739,1.6875,0,0.15195,0,0,0,0,0,0,0
685,0.71225,0.4062,0.462,0.56352,0.58819,0.71634,3.78684,1.80726,0,0,0,0,0
686,-0.14175,0.254,-0.51572,-0.98499,-0.62503,0.2069,0,0,0,0,0,0,0
687,0.30537,0.57635,1.36753,0.30568,0.48925,1.61711,0,1.1924,0,0,0,0,0
688,0,0,0,0,0.8896,1.53346,0,0,0,0,0,0,0
689,0.14698,0.66796,1.25978,0.26689,0.42062,1.16531,-1.06224,1.41064,0,0,0,0,0
690,0.27508,0.74105,-0.06349,0.38313,0.11718,0.65625,4.95574,2.79328,0,0,0,0,0
691,0.92851,0.57333,1.07439,0.38664,-0.1466,1.81113,0,0,0,0,0,0,0
692,0.54431,0.09252,0.45113,0.23493,-0.0227,0.06795,0,1.89963,0,0,0,0,0
693,0.30318,0.3706,0.35453,0.23694,0.29058,0.10731,6.12738,1.60488,-0.30062,0,0,0,0
694,0.1731,0.30415,0.2961,0.22005,0.26893,0.43996,2.52103,1.04439,-0.26324,0,0,0,0
695,0.36408,0.6538,0.53001,0.52583,-0.50502,0.5577,-0.46716,2.1981,0,0,0,0,0
696,0.29501,0.87765,-1.60154,1.17325,0.55811,0.87148,0,0,0,0,0,0,0
697,0.22055,0.51666,0.21749,0.52781,0.33531,2.23502,1.29228,3.4411,0,0,0,0,0
698,0.42942,0.20562,0.36633,0.34327,0.49113,0.20739,5.85661,1.83975,0.18904,0,0,0,0
699,0.1045,0.17077,0.34105,0.53839,0.41143,0.71479,0.6552,1.94944,0,0,0,0,0
700,0.44104,-4.63952E-3,0.21259,0.32626,0.19131,0.48034,5.18172,0.23722,0,0,0,0,0
701,-0.62389,0,0,-0.35827,0.80862,0.88292,0,0,0,0,0,0,0
702,0.51422,0.24997,0.66334,0.21108,0.49911,0.45122,0,0.81652,0.33929,0,0,0,0
703,0,0,-1.57642,-0.76721,0,-0.79574,0,0,0,0,0,0,0
704,0.23258,0.10439,-0.11969,0.42181,1.03814,0.44999,2.72448,2.09244,0,0,0,0,0
705,-2.90188E-3,0,0.45106,-1.43079,-0.46654,0.87387,0,-0.60919,6.04984E-3,0,0,0,0
706,0.39484,0.8896,0.36821,0.58301,0.37931,-0.21275,-3.11796,1.95449,0,0,0,0,0
707,0.05792,0.59633,0.50182,0.59685,0.29746,1.17984,-2.07598,2.24041,0,0,0,0,0
708,0.11847,1.30385,1.03087,0.67693,0.74965,0.44314,0,0,0,0,0,0,0
709,0.39385,0.75528,0.55161,0.49951,0.94347,0.87776,0.26218,1.19776,0,0,0,0,0
710,0.58811,0.47956,0.6515,0.57178,-0.28924,0.43885,0,2.0861,0,0,0,0,0
711,0.32173,0.02854,0.68859,0.18615,0.64924,1.05143,-3.02884,1.9255,0.02984,0,0,0,0
712,0.76134,0.33389,-0.24773,0.46466,0.54333,0.50773,0,0,0,0,0,0,0
713,1.17315,0.76307,0.63226,0.29992,0,0.28613,0,0,0,0,0,0,0
714,0.62212,1.1821,1.99041,0.53736,-0.67596,1.34464,-0.40991,1.76638,-0.4999,0,0,0,0
715,0.18936,0.05497,-0.24064,0.52584,0.20101,0.77439,0,4.25826,0,0,0,0,0
716,0.03431,0.25178,0.22533,0.25425,0.15334,0.42609,4.85459,1.99498,0.12441,0,0,0,0
717,3.03541E-3,0.5577,0.38632,0.2474,0.74201,0.61008,5.26069,2.35945,0,0,0,0,0
718,0.61169,0.48595,0.13956,0.85282,0.99305,0.32204,-2.55835,2.67016,0.68834,0,0,0,0
719,0.04957,0.56992,0.21679,0.68093,0.699,0.87965,0,2.38331,0,0,0,0,0
720,0.0648,0.15238,0.38067,0.25979,0.33058,0.73379,-1.43236,1.73704,0.76474,0,0,0,0
721,0.52808,0.63806,0.78755,0.80388,0.32379,0.20302,2.0705,2.01654,0,0,0,0,0
722,0.29007,0.47736,0.79288,0.55915,0.67581,1.10039,0.89634,0,0.03289,0,0,0,0
723,0.4148,0.3507,0.80739,0.59641,0.86708,0.99926,5.04238,2.19072,0,0,0,0,0
724,0.4247,0.33277,0.92539,0.49226,0.59475,0.67596,0.01869,1.85128,0.07662,0,0,0,0
725,0.27586,0.22904,0.55125,0.50599,0.33936,0.20927,-0.24502,2.1389,-0.19228,0,0,0,0
726,-0.12615,1.39592,1.19499,0.15499,0.67773,0.67344,0,0.53608,0,0,0,0,0
727,0.61805,0.17617,0.62827,0.46954,0.34311,-0.27291,0.47248,2.465,0,0,0,0,0
728,0.52783,0.41538,0.40506,0.71189,0.63592,0.50775,-0.48029,2.29161,0.28807,0,0,0,0
729,0.42143,0.52558,0.82898,0.43933,0.50004,1.144,0,2.50644,0,0,0,0,0
730,0.3649,0.94728,0.66594,-1.01851,0.8257,0.11776,0,1.9487,-0.01287,0,0,0,0
731,0.19144,0.39512,0.55048,0.7172,0.57307,0.85654,0.95533,2.25997,0.19991,0,0,0,0
732,0.55967,0.56797,0.11367,0.43836,0.37224,0.20772,0.26218,1.15467,0,0,0,0,0
733,0.35253,0.67788,0.45733,0.4478,0.51561,0.65864,0.84221,1.86645,0,0,0,0,0
734,0.14193,0.19306,0.42653,0.26317,0.31023,0.5586,4.23005,1.7093,0.0431,0,0,0,0
735,0.63521,0.19212,0.76181,0.52056,0.80311,0.98341,0,-1.96909,-0.36208,0,0,0,0
736,0.35063,2.15307,1.15611,0.59616,0.48328,0.40242,0,0,0,0,0,0,0
737,1.2134,-0.90039,0.32562,-0.22469,-3.60797,0,0,-2.72713,0,0,0,0,0
738,0.16764,0.58275,0.82394,0.43443,0.45787,0.42757,0,0,0,0,0,0,0
739,0.47333,0.96465,0.58787,0.51375,0.82198,1.06345,-0.44694,0.54081,0,0,0,0,0
740,0.16874,0.34509,0.69438,0.5814,0.46904,0.73974,3.55747,2.00931,0,0,0,0,0
741,0.24572,0.44756,-0.82372,0.91559,0.76943,0.32168,0,0,0.62332,0,0,0,0
742,0.67774,0.81092,0.66176,0.85158,0.82458,0.91852,-1.63466,2.36254,0,0,0,0,0
743,0.43418,0.48159,0.608,0.53282,0.91586,0.85381,7.67215,2.05845,0.36105,0,0,0,0
744,0.69998,0.61646,0.85436,0.82351,0.3975,1.12394,-0.12223,2.33796,0.03514,0,0,0,0
745,-1.08734,0,0,-1.5353,-0.1131,0.90962,0,0,0,0,0,0,0
746,0.10501,0.46986,0.8367,0.54754,0,0,0,2.10745,0,0,0,0,0
747,1.39502,1.4349,0.87506,1.02776,0.32842,0.78618,0,0,0,0,0,0,0
748,-0.26825,0.17246,0.5704,0.34175,0.53922,0.13481,-2.32007,1.79744,0,0,0,0,0
749,0.61478,0.57383,0.67596,0.66261,0.64337,0.64373,-0.03262,1.41704,0,0,0,0,0
750,0.3167,0.54181,0.31624,0.41989,0.64415,0.32916,0,1.71472,0.22993,0,0,0,0
751,0.46571,0.08731,0.69655,1.4103,0.45701,0.71195,0,1.24388,0.68894,0,0,0,0
752,0.87054,-0.2756,1.37139,1.4969,0.42559,-0.35387,0,2.18378,0,0,0,0,0
753,0.31739,0.43982,1.13757,0.74786,0.8852,0.58605,0,0,0,0,0,0,0
754,-0.08799,0.17342,0.44306,0.50508,0.41353,0.52809,0.08105,1.68329,0.54867,0,0,0,0
755,-0.11585,0.48295,0.56625,0.46802,0.2535,1.10956,-2.7508,1.84934,0,0,0,0,0
756,0.55388,0.86449,0.71098,0.31508,0.44639,0.65978,6.56604,0.3246,1.38307,0,0,0,0
757,0.18973,0.61456,0.85276,-0.03031,-0.45428,0.49457,-3.50256,0.95218,0.50278,0,0,0,0
758,0.71282,0.84035,1.04705,0.06321,0.58043,0.95516,-5.04443,2.12512,0.24945,0,0,0,0
759,0.36947,0.6527,1.00015,1.04152,0.62556,1.25799,-2.13412,2.52975,0,0,0,0,0
760,0.86998,0.683,1.14472,1.16326,0.65128,1.18149,-1.30666,2.49854,0,0,0,0,0
761,0.69835,0.49758,0.94853,0.7222,0.75034,0.76268,0.87547,1.84832,1.39355,0,0,0,0
762,-0.07926,0.03086,0.03899,0.02164,-0.43852,-0.42083,6.77456,1.96509,0,0,0,0,0
763,0,0,0,0,0.14931,0.10948,0,0,0,0,0,0,0
764,0,0,0,0,0,0,0,0,0,0,0,0,0
